week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews,popularity
17-03-19,42,32944572.64,Beautiful: The Carole King Musical,St. James Theatre,585129,1106908,85.4,247,6852,1026,0.8348,8,0,trending
03-09-17,15,27899472.03,Waitress,Minskoff Theatre,698041.75,1019480,100.01,270,6980,1045,0.8349,8,0,trending
15-04-18,47,37729078.44,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,717068,1106908,104.61,247,6855,1026,0.8352,8,0,trending
26-08-18,13,33662782.2,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,580345.13,1106908,84.66,247,6855,1026,0.8352,8,0,trending
10-01-16,33,26330470.95,School of Rock - The Musical,Minskoff Theatre,981822.1,1431856,102.91,248,9541,1428,0.8352,8,0,trending
07-10-18,19,33381110.92,Waitress,Minskoff Theatre,717115,1019480,102.68,270,6984,1045,0.8354,8,0,trending
01-10-17,19,23206323.74,The Phantom of the Opera,New Amsterdam Theatre,931861.7,1356418,86.86,213,10728,1605,0.8355,8,0,trending
03-04-16,45,29929437.71,Something Rotten!,Majestic Theatre,912883.5,1437800,81.92,277,11144,1667,0.8356,8,0,trending
10-11-19,24,35399366.34,The Phantom of the Opera,New Amsterdam Theatre,952524.04,1373056,88.76,213,10731,1605,0.8357,8,0,trending
22-09-19,17,29320908.11,Frozen,St. James Theatre,800562.5,1270128,71.11,252.5,11258,1684,0.8357,8,0,trending
04-12-16,28,29035901.85,Waitress,Minskoff Theatre,884296,1019480,126.47,270,6992,1045,0.8364,8,0,trending
25-11-18,26,43043393.13,Pretty Woman: The Musical,Nederlander Theatre,1105032.6,1365328,141.4,275,7815,1168,0.8364,8,0,trending
24-11-19,26,32015928.6,Mean Girls,August Wilson Theatre,863464.8,1176000,105.29,249.5,8201,1225,0.8368,8,0,trending
31-01-16,36,23617252.17,The Humans,New Amsterdam Theatre,240050,505312,62,223,3872,578,0.8374,0,8,trending
10-06-18,2,39211500.4,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,741251.8,1106908,107.83,247,6874,1026,0.8375,8,0,trending
10-01-16,33,26330470.95,Jersey Boys,Studio 54,761765.5,1151143,92.57,199,8229,1228,0.8376,8,0,trending
14-01-18,34,32947325.27,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,772540.34,1106908,112.32,249,6878,1026,0.838,8,0,trending
10-12-17,29,35260250.63,The Phantom of the Opera,New Amsterdam Theatre,1033058,1356418,95.98,223,10763,1605,0.8382,8,0,trending
08-10-17,20,30239538.42,The Play That Goes Wrong,Hudson Theatre,391934.5,677688,68.44,197,5727,854,0.8383,8,0,trending
04-09-16,15,23361024.99,Wicked,Gershwin Theatre,1408374,1779845,116.2,240,12120,1807,0.8384,8,0,trending
03-06-18,1,37106954.31,"Hello, Dolly!",Sam S. Shubert Theatre,844173,1371056,87.03,297,9700,1446,0.8385,8,0,trending
13-11-16,25,28880196.45,The Humans,New Amsterdam Theatre,601317.2,976376,86.58,297,6945,1035,0.8388,8,0,trending
29-09-19,18,29894777.05,Mean Girls,August Wilson Theatre,700634.05,1176000,85.22,249.5,8221,1225,0.8389,8,0,trending
25-11-18,26,43043393.13,Anastasia,Music Box Theatre,879132.7,1105421,114.6,350,7671,1143,0.8389,8,0,trending
02-12-18,27,37805785.34,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,789154.26,1106908,114.59,247,6887,1026,0.8391,8,0,trending
22-04-18,48,37506237.02,School of Rock - The Musical,Minskoff Theatre,917164.54,1443688,89.69,248,10226,1523,0.8393,8,0,trending
19-02-17,39,25574527.9,Waitress,Minskoff Theatre,861111.1,1019480,122.65,270,7021,1045,0.8398,8,0,trending
01-07-18,5,38126488.51,School of Rock - The Musical,Minskoff Theatre,957664.48,1443688,93.58,248,10234,1523,0.84,8,0,trending
08-07-18,6,33865379.57,School of Rock - The Musical,Minskoff Theatre,935102.6,1443688,91.34,223,10238,1523,0.8403,8,0,trending
20-01-19,34,31699189.77,Anastasia,Music Box Theatre,664184,1105421,86.4,297,7687,1143,0.8407,8,0,trending
19-05-19,51,35092350.5,Waitress,Minskoff Theatre,631443,1019480,89.85,270,7028,1045,0.8407,8,0,trending
24-11-19,26,32015928.6,Waitress,Minskoff Theatre,650074,1095420,92.47,297,7030,1045,0.8409,8,0,trending
22-12-19,30,40645773.41,The Phantom of the Opera,New Amsterdam Theatre,1166762.98,1373056,108.04,247,10799,1605,0.841,8,0,trending
23-06-19,4,35987055.01,Burn This,Hudson Theatre,686422.75,1022560,106.24,325,6461,960,0.8413,8,0,trending
25-03-18,44,35414660.27,School of Rock - The Musical,Minskoff Theatre,883880.2,1443688,86.18,248,10256,1523,0.8418,8,0,trending
22-05-16,52,28842985.58,Matilda The Musical,Sam S. Shubert Theatre,735484.54,1327753,76.26,250,9645,1432,0.8419,8,0,trending
18-11-18,25,36501888.28,The Band's Visit,Ethel Barrymore Theatre,734267.86,1024568,104.91,247,6999,1039,0.842,8,0,trending
17-07-16,8,27125138.45,The Phantom of the Opera,New Amsterdam Theatre,984395.32,1514575,91.05,200,10811,1605,0.842,8,0,trending
05-08-18,10,36391384.98,The Play That Goes Wrong,Hudson Theatre,375051.5,677688,65.19,197,5753,854,0.8421,8,0,trending
24-04-16,48,27121277.4,Matilda The Musical,Sam S. Shubert Theatre,794696.57,1327753,82.34,250,9651,1432,0.8424,8,0,trending
24-02-19,39,29863192.12,Pretty Woman: The Musical,Nederlander Theatre,826631,1365328,104.97,275,7875,1168,0.8428,8,0,trending
18-09-16,17,22174849.86,Jersey Boys,Studio 54,748053.7,1151143,90.32,199,8282,1228,0.843,8,0,trending
31-07-16,10,25496118,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,743194.2,1006896,107.4,299,6920,1026,0.8431,8,0,trending
12-06-16,3,28477729.82,The Phantom of the Opera,New Amsterdam Theatre,941327.1,1514575,86.91,200,10831,1605,0.8435,8,0,trending
16-12-18,29,39865469.32,The Band's Visit,Ethel Barrymore Theatre,702383.3,1024568,100.14,247,7014,1039,0.8438,8,0,trending
25-09-16,18,22165298.69,The Humans,New Amsterdam Theatre,621202.5,976376,88.87,297,6990,1035,0.8442,8,0,trending
30-06-19,5,35938539.43,Burn This,Hudson Theatre,683541.75,1022560,105.39,325,6486,960,0.8445,8,0,trending
25-08-19,13,27987012.48,Beautiful: The Carole King Musical,August Wilson Theatre,594160.6,994804,85.71,247,6932,1026,0.8445,8,0,trending
02-10-16,19,22824768.82,Wicked,Gershwin Theatre,1368350,1779845,112.08,240,12209,1807,0.8446,8,0,trending
25-03-18,44,35414660.27,The Band's Visit,Ethel Barrymore Theatre,786429.5,1038880,112,247,7022,1039,0.8448,8,0,trending
17-11-19,25,32819620.56,Mean Girls,August Wilson Theatre,782779.1,1176000,94.5,249.5,8283,1225,0.8452,8,0,trending
25-06-17,5,35273881.85,Beautiful: The Carole King Musical,August Wilson Theatre,794601.38,1152474,114.55,249,6937,1026,0.8452,8,0,trending
16-10-16,21,25369049.51,The Phantom of the Opera,New Amsterdam Theatre,971894.36,1489388,89.53,203,10856,1605,0.8455,8,0,trending
04-03-18,41,26316392.79,Anastasia,Music Box Theatre,718265.5,1093588,92.9,273,7732,1143,0.8456,8,0,trending
13-01-19,33,31937248.07,Beautiful: The Carole King Musical,August Wilson Theatre,604651.5,1106908,87.11,247,6941,1026,0.8456,8,0,trending
24-01-16,35,15977957.72,Finding Neverland,Winter Garden Theatre,642843.5,1107000,84.23,225,7632,1504,0.8457,6,0,trending
12-08-18,11,37289893.41,School of Rock - The Musical,Minskoff Theatre,958618.2,1443688,93.02,248,10305,1523,0.8458,8,0,trending
17-06-18,3,39653551.79,School of Rock - The Musical,Minskoff Theatre,963394.76,1443688,93.48,248,10306,1523,0.8459,8,0,trending
06-01-19,32,37530273.1,The Phantom of the Opera,New Amsterdam Theatre,1208964.8,1347562,111.29,247,10863,1605,0.846,8,0,trending
25-08-19,13,27987012.48,The Phantom of the Opera,New Amsterdam Theatre,958845.2,1358986,88.23,213,10867,1605,0.8463,8,0,trending
11-02-18,38,22018577.15,Anastasia,Music Box Theatre,740820.2,1093588,95.71,273,7740,1143,0.8465,8,0,trending
27-01-19,35,29982380.3,Anastasia,Music Box Theatre,585391.46,1093588,75.56,297,7747,1143,0.8472,8,0,trending
11-03-18,42,29425481.36,The Band's Visit,Ethel Barrymore Theatre,802835.5,1038880,113.94,247,7046,1039,0.8477,8,0,trending
01-12-19,27,41687333.21,The Phantom of the Opera,New Amsterdam Theatre,1281179.36,1373056,117.7,247,10885,1605,0.8477,8,0,trending
13-08-17,12,30312333.55,Waitress,Minskoff Theatre,700232.5,1019480,98.79,270,7088,1045,0.8478,8,0,trending
28-01-18,36,27522164.93,Beautiful: The Carole King Musical,August Wilson Theatre,743166,1106908,106.79,249,6959,1026,0.8478,8,0,trending
18-03-18,43,31954759.69,The Play That Goes Wrong,Hudson Theatre,361549.25,677688,62.38,197,5796,854,0.8484,8,0,trending
05-02-17,37,19874003.02,Beautiful: The Carole King Musical,August Wilson Theatre,713754.5,1117426,102.49,249,6964,1026,0.8484,8,0,trending
06-03-16,41,20679970.73,Wicked,Gershwin Theatre,1337007,1779845,108.98,240,12268,1807,0.8486,8,0,trending
12-02-17,38,19809375.55,Wicked,Gershwin Theatre,1306187,1779845,106.47,240,12268,1807,0.8486,8,0,trending
24-06-18,4,40285883.82,The Play That Goes Wrong,Hudson Theatre,413779.8,677688,71.35,197,5799,854,0.8488,8,0,trending
01-07-18,5,38126488.51,Beautiful: The Carole King Musical,August Wilson Theatre,713307.35,1106908,102.37,247,6968,1026,0.8489,8,0,trending
04-11-18,23,33078711.53,The Phantom of the Opera,New Amsterdam Theatre,930637.4,1361632,85.33,213,10906,1605,0.8494,8,0,trending
10-04-16,46,26894099.17,The Phantom of the Opera,New Amsterdam Theatre,910452.71,1514575,83.44,200,10912,1605,0.8498,8,0,trending
10-04-16,46,26894099.17,School of Rock - The Musical,Minskoff Theatre,993584.31,1461768,97.75,248,10165,1495,0.8499,8,0,trending
23-09-18,17,26309335.52,Beautiful: The Carole King Musical,August Wilson Theatre,720687,1106908,103.25,247,6980,1026,0.8504,8,0,trending
21-01-18,35,27685184.24,Beautiful: The Carole King Musical,August Wilson Theatre,744588,1106908,106.64,249,6982,1026,0.8506,8,0,trending
25-12-16,31,30413711.35,Jersey Boys,Studio 54,1010713.5,1124319,138.15,199,7316,1228,0.8511,7,0,trending
15-01-17,34,25872048.71,School of Rock - The Musical,Minskoff Theatre,1017871,1538700,98.11,223,10375,1523,0.8515,8,0,trending
17-04-16,47,27177086.08,School of Rock - The Musical,Minskoff Theatre,1022302.33,1461768,100.37,248,10185,1495,0.8516,8,0,trending
30-07-17,10,31904722.8,Beautiful: The Carole King Musical,August Wilson Theatre,734340.5,1106494,105,249,6994,1026,0.8521,8,0,trending
25-12-16,31,30413711.35,Waitress,Minskoff Theatre,766080.6,892045,122.89,270,6234,1045,0.8522,7,0,trending
27-10-19,22,33983842,Waitress,Minskoff Theatre,640981.7,1019480,89.97,297,7124,1045,0.8522,8,0,trending
21-02-16,39,23951914.29,Matilda The Musical,Sam S. Shubert Theatre,810342.44,1327753,82.94,250,9770,1432,0.8528,8,0,trending
25-11-18,26,43043393.13,The Play That Goes Wrong,Hudson Theatre,446544,677954,76.63,197,5827,854,0.8529,8,0,trending
06-05-18,50,36994026.79,"Hello, Dolly!",Sam S. Shubert Theatre,939154.4,1371056,95.09,297,9876,1446,0.8537,8,0,trending
14-02-16,38,25713384.94,Matilda The Musical,Sam S. Shubert Theatre,837763.16,1327753,85.66,250,9780,1432,0.8537,8,0,trending
24-09-17,18,23991938.61,Wicked,Gershwin Theatre,1408133,1779845,114.08,240,12343,1807,0.8538,8,0,trending
14-08-16,12,24414933.15,The Phantom of the Opera,New Amsterdam Theatre,999631.61,1514575,91.16,200,10966,1605,0.854,8,0,trending
16-09-18,16,28771784.4,Waitress,Minskoff Theatre,642351.25,1019480,89.94,270,7142,1045,0.8543,8,0,trending
07-05-17,50,32862919.91,The Phantom of the Opera,New Amsterdam Theatre,952405.74,1349972,86.83,203,10969,1605,0.8543,8,0,trending
05-05-19,49,34151624.49,Frozen,St. James Theatre,1119824.5,1195630,97.25,227.5,11515,1684,0.8547,8,0,trending
10-04-16,46,26894099.17,Matilda The Musical,Sam S. Shubert Theatre,807649.39,1327753,82.45,250,9796,1432,0.8551,8,0,trending
11-11-18,24,37230401.33,Anastasia,Music Box Theatre,760696.6,1093588,97.28,273,7820,1143,0.8552,8,0,trending
16-10-16,21,25369049.51,Jersey Boys,Studio 54,792403.5,1151143,94.31,199,8402,1228,0.8553,8,0,trending
23-12-18,30,41012369.65,Pretty Woman: The Musical,Nederlander Theatre,1011053.8,1365328,126.51,275,7992,1168,0.8553,8,0,trending
07-01-18,33,32207429.53,The Play That Goes Wrong,Hudson Theatre,453676.51,677688,77.63,213,5844,854,0.8554,8,0,trending
15-07-18,7,37330027.69,Anastasia,Music Box Theatre,748121.11,1093588,95.58,273,7827,1143,0.856,8,0,trending
29-07-18,9,39633285.25,The Play That Goes Wrong,Hudson Theatre,378858.5,677688,64.78,197,5848,854,0.856,8,0,trending
11-03-18,42,29425481.36,"Hello, Dolly!",Sam S. Shubert Theatre,954836.07,1371056,96.43,297,9902,1446,0.856,8,0,trending
04-06-17,2,32793984.32,Beautiful: The Carole King Musical,August Wilson Theatre,812996.1,1145692,115.65,249,7030,1026,0.8565,8,0,trending
30-10-16,23,25194007.33,Jersey Boys,Studio 54,781211,1151143,92.7,199,8427,1228,0.8578,8,0,trending
28-04-19,48,38151115.68,Waitress,Minskoff Theatre,750283,1019480,104.6,270,7173,1045,0.858,8,0,trending
19-02-17,39,25574527.9,School of Rock - The Musical,Minskoff Theatre,1066885.8,1475448,102.05,248,10455,1523,0.8581,8,0,trending
22-09-19,17,29320908.11,Aladdin,Majestic Theatre,1081016.1,1392052,91.13,215.5,11862,1727,0.8586,8,0,trending
22-09-19,17,29320908.11,Mean Girls,August Wilson Theatre,714663.05,1176000,84.92,249.5,8416,1225,0.8588,8,0,trending
25-02-18,40,27049672.63,The Play That Goes Wrong,Hudson Theatre,365659,677688,62.32,197,5867,854,0.8588,8,0,trending
06-11-16,24,25378948.08,Matilda The Musical,Sam S. Shubert Theatre,760551.4,1209739,77.29,250,9840,1432,0.8589,8,0,trending
04-03-18,41,26316392.79,The Band's Visit,Ethel Barrymore Theatre,778055.5,1038880,108.96,247,7141,1039,0.8591,8,0,trending
18-02-18,39,26335055.74,Waitress,Minskoff Theatre,1086096.1,1019480,151.2,270,7183,1045,0.8592,8,0,trending
01-10-17,19,23206323.74,Anastasia,Music Box Theatre,822992.84,1175796,104.73,350,7858,1143,0.8594,8,0,trending
14-10-18,20,33387818.47,Anastasia,Music Box Theatre,742381.8,1093588,94.41,273,7863,1143,0.8599,8,0,trending
24-01-16,35,15977957.72,The Lion King,Minskoff Theatre,1063039.5,1335822,121.49,225,8750,1696,0.8599,6,0,trending
17-04-16,47,27177086.08,She Loves Me,Studio 54,573940.9,899784,82.77,252,6934,1008,0.8599,8,0,trending
09-07-17,7,29082683.33,School of Rock - The Musical,Minskoff Theatre,1028058.08,1445048,98.11,248,10479,1523,0.8601,8,0,trending
24-04-16,48,27121277.4,School of Rock - The Musical,Minskoff Theatre,991893.41,1518652,96.37,248,10293,1495,0.8606,8,0,trending
28-01-18,36,27522164.93,The Phantom of the Opera,New Amsterdam Theatre,832473.2,1356418,75.32,213,11052,1605,0.8607,8,0,trending
02-09-18,14,32089527.57,Anastasia,Music Box Theatre,707521.3,1105421,89.87,273,7873,1143,0.861,8,0,trending
04-06-17,2,32793984.32,School of Rock - The Musical,Minskoff Theatre,965074.9,1445048,91.99,248,10491,1523,0.861,8,0,trending
03-02-19,36,26512354.56,The Band's Visit,Ethel Barrymore Theatre,511073.4,1031928,71.38,247,7160,1039,0.8614,8,0,trending
26-06-16,5,28923675.96,The Phantom of the Opera,New Amsterdam Theatre,998679.9,1514575,90.25,200,11066,1605,0.8618,8,0,trending
20-03-16,43,26631585.91,The Phantom of the Opera,New Amsterdam Theatre,981647.11,1514575,88.66,200,11072,1605,0.8623,8,0,trending
10-01-16,33,26330470.95,Beautiful: The Carole King Musical,August Wilson Theatre,886369.1,1217648,125.23,299,7078,1026,0.8623,8,0,trending
23-12-18,30,41012369.65,Anastasia,Music Box Theatre,854240.6,1093588,108.32,350,7886,1143,0.8624,8,0,trending
10-02-19,37,27661257.88,Anastasia,Music Box Theatre,545061.3,1093588,69.1,297,7888,1143,0.8626,8,0,trending
18-02-18,39,26335055.74,Beautiful: The Carole King Musical,August Wilson Theatre,729471.35,1106908,103.02,247,7081,1026,0.8627,8,0,trending
17-11-19,25,32819620.56,Waitress,Minskoff Theatre,657773.7,1095420,91.15,297,7216,1045,0.8632,8,0,trending
02-06-19,1,34573184.72,Frozen,St. James Theatre,1126068.5,1489645,96.82,227.5,11630,1684,0.8633,8,0,trending
09-12-18,28,40149570.28,Beautiful: The Carole King Musical,August Wilson Theatre,822372.1,1106908,116.04,247,7087,1026,0.8634,8,0,trending
08-09-19,15,25965470.89,Mean Girls,August Wilson Theatre,725379.95,1176000,85.68,249.5,8466,1225,0.8639,8,0,trending
31-07-16,10,25496118,The Phantom of the Opera,New Amsterdam Theatre,1016633.8,1514575,91.65,200,11093,1605,0.8639,8,0,trending
08-07-18,6,33865379.57,Beautiful: The Carole King Musical,August Wilson Theatre,674540.28,1106908,95.09,247,7094,1026,0.8643,8,0,trending
11-12-16,29,31357485.42,School of Rock - The Musical,Minskoff Theatre,1045819.61,1536125,99.3,248,10532,1523,0.8644,8,0,trending
06-11-16,24,25378948.08,Wicked,Gershwin Theatre,1435835,1779845,114.89,240,12497,1807,0.8645,8,0,trending
21-10-18,21,34344692.7,The Phantom of the Opera,New Amsterdam Theatre,1001995.44,1347562,90.25,213,11102,1605,0.8646,8,0,trending
03-11-19,23,31122600.61,Mean Girls,August Wilson Theatre,768890.35,1176000,90.71,249.5,8476,1225,0.8649,8,0,trending
01-07-18,5,38126488.51,Anastasia,Music Box Theatre,788824.2,1105421,99.72,273,7910,1143,0.865,8,0,trending
24-07-16,9,26582154.47,The Phantom of the Opera,New Amsterdam Theatre,1016680.98,1514575,91.54,200,11107,1605,0.865,8,0,trending
24-01-16,35,15977957.72,The Humans,New Amsterdam Theatre,32573.5,63949,65.15,223,500,578,0.8651,0,1,trending
28-04-19,48,38151115.68,The Phantom of the Opera,New Amsterdam Theatre,1177266.77,1347562,105.96,247,11110,1605,0.8653,8,0,trending
21-08-16,13,23009994.04,School of Rock - The Musical,Minskoff Theatre,1051178.9,1523357,101.52,248,10354,1495,0.8657,8,0,trending
12-03-17,42,27675629.09,School of Rock - The Musical,Minskoff Theatre,1020632.8,1445048,96.76,248,10548,1523,0.8657,8,0,trending
02-12-18,27,37805785.34,The Band's Visit,Ethel Barrymore Theatre,751464.1,1024568,104.41,247,7197,1039,0.8659,8,0,trending
20-01-19,34,31699189.77,Frozen,St. James Theatre,1249532.1,1326583,107.11,299.5,11666,1684,0.8659,8,0,trending
09-10-16,20,25903635.94,The Phantom of the Opera,New Amsterdam Theatre,990091.21,1495268,89.04,203,11120,1605,0.866,8,0,trending
15-07-18,7,37330027.69,Waitress,Minskoff Theatre,771069.4,1019480,106.46,270,7243,1045,0.8664,8,0,trending
14-02-16,38,25713384.94,School of Rock - The Musical,Minskoff Theatre,999097.74,1411564,100.93,248,9899,1428,0.8665,8,0,trending
19-11-17,26,31147315.59,Anastasia,Music Box Theatre,867210.5,1093588,109.44,273,7924,1143,0.8666,8,0,trending
10-02-19,37,27661257.88,Pretty Woman: The Musical,Nederlander Theatre,825294.6,1365328,101.9,275,8099,1168,0.8668,8,0,trending
09-10-16,20,25903635.94,Matilda The Musical,Sam S. Shubert Theatre,821961.9,1209739,82.75,250,9933,1432,0.8671,8,0,trending
19-08-18,12,35465011.8,Anastasia,Music Box Theatre,697959.9,1093588,88.02,273,7930,1143,0.8672,8,0,trending
17-09-17,17,26613186.99,The Phantom of the Opera,New Amsterdam Theatre,933806.5,1356418,83.8,213,11143,1605,0.8678,8,0,trending
25-03-18,44,35414660.27,Beautiful: The Carole King Musical,August Wilson Theatre,681282.3,1106908,95.56,247,7129,1026,0.8685,8,0,trending
18-02-18,39,26335055.74,The Phantom of the Opera,New Amsterdam Theatre,1016059.8,1356418,91.09,213,11154,1605,0.8687,8,0,trending
29-04-18,49,35335326.58,Waitress,Minskoff Theatre,838583,1019480,115.46,270,7263,1045,0.8688,8,0,trending
11-11-18,24,37230401.33,Beautiful: The Carole King Musical,August Wilson Theatre,761745,1106908,106.78,247,7134,1026,0.8692,8,0,trending
11-03-18,42,29425481.36,Beautiful: The Carole King Musical,August Wilson Theatre,664160.4,1106908,93.08,247,7135,1026,0.8693,8,0,trending
12-05-19,50,36855346.97,Waitress,Minskoff Theatre,696741.1,1019480,95.85,270,7269,1045,0.8695,8,0,trending
21-04-19,47,40219790.24,Pretty Woman: The Musical,Nederlander Theatre,808523,1365328,99.49,275,8127,1168,0.8698,8,0,trending
11-11-18,24,37230401.33,The Band's Visit,Ethel Barrymore Theatre,787362.6,1024568,108.89,247,7231,1039,0.8699,8,0,trending
05-03-17,41,23822896.59,Beautiful: The Carole King Musical,August Wilson Theatre,741370.5,1189636,103.78,249,7144,1026,0.8704,8,0,trending
19-03-17,43,30015943.81,Beautiful: The Carole King Musical,August Wilson Theatre,771107.2,1192690,107.94,249,7144,1026,0.8704,8,0,trending
19-05-19,51,35092350.5,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,675006,994804,94.47,247,7145,1026,0.8705,8,0,trending
29-05-16,1,28706805.95,Matilda The Musical,Sam S. Shubert Theatre,822012.5,1327753,82.42,250,9974,1432,0.8706,8,0,trending
20-11-16,26,26762454.2,Wicked,Gershwin Theatre,1481062,1779845,117.66,240,12588,1807,0.8708,8,0,trending
30-09-18,18,29521717.1,The Nap,Sam S. Shubert Theatre,180312.5,620113,40.22,199,4483,643,0.8715,5,3,trending
24-03-19,43,34204242.15,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,645420,1106908,90.22,247,7154,1026,0.8716,8,0,trending
05-03-17,41,23822896.59,Waitress,Minskoff Theatre,766926.5,1019480,105.22,270,7289,1045,0.8719,8,0,trending
29-09-19,18,29894777.05,Wicked,Gershwin Theatre,1376195,1779845,109.19,240,12604,1807,0.8719,8,0,trending
20-10-19,21,34644583.03,The Phantom of the Opera,New Amsterdam Theatre,989080.44,1358986,88.32,213,11199,1605,0.8722,8,0,trending
08-09-19,15,25965470.89,Frozen,St. James Theatre,927259.5,1345248,78.88,252.5,11755,1684,0.8726,8,0,trending
04-02-18,37,24869631.68,Waitress,Minskoff Theatre,1174702.4,1019480,160.98,270,7297,1045,0.8728,8,0,trending
17-01-16,34,26239268.38,School of Rock - The Musical,Minskoff Theatre,1073910.31,1431856,107.65,248,9976,1428,0.8732,8,0,trending
17-02-19,38,30511551.35,Anastasia,Broadhurst Theatre,722606.66,1105421,90.5,297,7985,1143,0.8733,8,0,trending
06-03-16,41,20679970.73,The Humans,New Amsterdam Theatre,354972.5,545424,88.21,248,4024,576,0.8733,8,0,trending
07-04-19,45,35291615.88,The Phantom of the Opera,New Amsterdam Theatre,968557.46,1347562,86.36,213,11215,1605,0.8734,8,0,trending
20-05-18,52,38813251.1,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,779160.13,1106908,108.68,247,7169,1026,0.8734,8,0,trending
21-08-16,13,23009994.04,Wicked,Gershwin Theatre,1575605,1779845,124.78,240,12627,1807,0.8735,8,0,trending
06-01-19,32,37530273.1,Pretty Woman: The Musical,Nederlander Theatre,940504.2,1365328,115.23,275,8162,1168,0.8735,8,0,trending
04-11-18,23,33078711.53,The Band's Visit,Ethel Barrymore Theatre,754549.5,1031928,103.9,247,7262,1039,0.8737,8,0,trending
14-08-16,12,24414933.15,The Humans,New Amsterdam Theatre,603770,976376,83.46,297,7234,1035,0.8737,8,0,trending
08-09-19,15,25965470.89,The Lion King,Minskoff Theatre,1678245,2038708,141.58,225,11854,1696,0.8737,8,0,trending
27-11-16,27,35280351.26,Waitress,Minskoff Theatre,969115.6,1019480,132.61,270,7308,1045,0.8742,8,0,trending
11-02-18,38,22018577.15,The Band's Visit,Ethel Barrymore Theatre,838506.96,1038880,115.39,247,7267,1039,0.8743,8,0,trending
07-02-16,37,21024819.67,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,810525.5,1174216,112.92,299,7178,1026,0.8745,8,0,trending
06-03-16,41,20679970.73,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,822324,1174216,114.56,299,7178,1026,0.8745,8,0,trending
08-07-18,6,33865379.57,Anastasia,Broadhurst Theatre,764871.9,1105421,95.59,273,8002,1143,0.8751,8,0,trending
05-08-18,10,36391384.98,School of Rock - The Musical,Minskoff Theatre,983919.3,1443688,92.26,223,10665,1523,0.8753,8,0,trending
25-02-18,40,27049672.63,Waitress,Minskoff Theatre,1050117.1,1019480,143.48,270,7319,1045,0.8755,8,0,trending
19-08-18,12,35465011.8,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,595815.02,1106908,82.91,247,7186,1026,0.8755,8,0,trending
14-05-17,51,33603536.36,The Phantom of the Opera,New Amsterdam Theatre,957170.61,1356418,85.11,203,11246,1605,0.8759,8,0,trending
27-08-17,14,26578502.98,Anastasia,Broadhurst Theatre,872527.84,1144891,108.92,350,8011,1143,0.8761,8,0,trending
02-09-18,14,32089527.57,The Phantom of the Opera,New Amsterdam Theatre,1041155.22,1375702,92.49,213,11257,1605,0.8767,8,0,trending
18-12-16,30,30541917.65,Waitress,Minskoff Theatre,859143.9,1019480,117.21,270,7330,1045,0.8768,8,0,trending
22-07-18,8,36855921.43,Waitress,Minskoff Theatre,789647,1019480,107.67,270,7334,1045,0.8773,8,0,trending
19-05-19,51,35092350.5,Mean Girls,August Wilson Theatre,882303.05,1176000,102.61,249.5,8599,1225,0.8774,8,0,trending
01-10-17,19,23206323.74,Wicked,Gershwin Theatre,1419065,1779845,111.88,240,12684,1807,0.8774,8,0,trending
10-04-16,46,26894099.17,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,882474.32,1174216,122.51,299,7203,1026,0.8776,8,0,trending
01-05-16,49,28331921.81,School of Rock - The Musical,Minskoff Theatre,1003657.3,1518652,95.62,248,10496,1495,0.8776,8,0,trending
10-02-19,37,27661257.88,The Band's Visit,Ethel Barrymore Theatre,528202,1031928,72.39,247,7297,1039,0.8779,8,0,trending
08-05-16,50,27579172.93,Wicked,Gershwin Theatre,1474349,1779845,116.17,240,12691,1807,0.8779,8,0,trending
06-10-19,19,30098714.42,Mean Girls,August Wilson Theatre,761531.4,1176000,88.49,249.5,8606,1225,0.8782,8,0,trending
26-08-18,13,33662782.2,The Phantom of the Opera,New Amsterdam Theatre,998161.03,1356418,88.48,213,11281,1605,0.8786,8,0,trending
30-09-18,18,29521717.1,The Phantom of the Opera,New Amsterdam Theatre,983291.5,1347562,87.16,213,11281,1605,0.8786,8,0,trending
06-01-19,32,37530273.1,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,623691.2,1106908,86.47,247,7213,1026,0.8788,8,0,trending
20-11-16,26,26762454.2,Jersey Boys,Studio 54,895028.5,1151143,103.64,199,8636,1228,0.8791,8,0,trending
20-11-16,26,26762454.2,Matilda The Musical,Sam S. Shubert Theatre,870123.93,1209739,86.36,250,10076,1432,0.8795,8,0,trending
31-03-19,44,36822964.51,Waitress,Minskoff Theatre,716454,1019480,97.42,270,7354,1045,0.8797,8,0,trending
